Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,TSLA,UNH,COST,LLY,JPM,V,HD
2023-01-04,0.010261458911466658,-0.04472889481691863,0.02986715960291978,-0.007955122776173124,-0.011738313691328989,0.020864721870979423,0.04997884108534127,-0.02764205454587508,0.007210119879509839,-0.0051915177668311035,0.009282128327673502,0.024858601551754473,0.012019665819547387
2023-01-05,-0.01066124062544956,-0.030085743900566567,-0.03336595505548697,-0.02401157339665977,-0.021575449562929176,-0.0033816427428353547,-0.02946907696009933,-0.029244092493916494,-0.014050362549056762,-0.011578818673037955,-0.0002218064147532483,-0.007080245131121722,-0.013413319091655407
2023-01-06,0.03613322175997468,0.011716445651193388,0.04079654278037966,0.0349917378504728,0.013138322685219675,0.023973848081693866,0.02435215499827936,8.164804309596977e-05,0.07007763017058226,0.011138056043261305,0.01895500036727895,0.03096829379543695,0.006508495420775137
2023-01-09,0.004080436307587922,0.009689238327823115,0.050458466322122426,0.014760401298199752,0.007755638675320227,-0.004239355675317166,0.057654579278002493,0.00012236089440023631,-0.008568895359687323,-0.03679019216320818,-0.004141139023184007,0.0038960547535124763,0.0008815969678291185
2023-01-10,0.00444650155882102,0.007588266288236163,0.017820978984426656,0.028326693248784427,0.004534158937778561,0.026824806865973317,-0.007711027963739906,-0.008319282419527585,0.005520040729598837,0.008312294847283744,0.008914356970616549,0.01132630024626787,0.008834196368972551
2023-01-11,0.020892430256730272,0.029790096459933767,0.005766022860917157,0.05645956080731301,0.0344593251933924,-0.0007522031016306894,0.036109204525613114,0.015111510906219264,0.006026663984489029,0.021482563864880844,0.007403932466484128,0.004557795086559408,0.02576990236236562
2023-01-12,-0.0005993641163119338,0.01155444558030085,0.031375552400318536,0.0018911574433712077,-0.004270490810662709,0.028340301095356676,0.00275546279838757,0.004590352015466268,-0.003889381010892665,-0.0035856308611892126,-0.001003125971157386,0.006820416848985472,0.0026409193445823057
2023-01-13,0.010068360317401484,0.003014187804130902,0.02322793026750927,0.029476316899670684,0.01080508397586612,0.001973038558168183,-0.009432465746951967,-0.012382892183388729,0.005828347928026464,0.006937240823091313,0.024921521564332662,-0.0025073910552544623,0.004053911217571516
2023-01-17,0.008718061329591381,0.004670867907860749,0.046423037705246,-0.021322326395198637,-0.009050827009856936,-0.011897163984104526,0.07163646233055776,-0.00921371698112383,0.003127588528382349,-0.010787418664450342,-0.01557397660727204,-0.00026907230296025457,-0.01117285813643654
2023-01-18,-0.005384228440832514,-0.019069873898334058,-0.018530002719752164,-0.0061616190001011146,-0.0018639211844054242,-0.01743846813062363,-0.020825332244057446,-0.0183920004911654,-0.015110467226925552,-0.016146658175624076,-0.03050315369718112,-0.016001668884564873,-0.011793395516507033
2023-01-19,0.0004438022460289185,-0.01659072119341757,-0.035854178175368526,-0.018822579439957077,0.020959585779881235,0.02325787123226353,-0.012580752996881307,0.016906519995753863,-0.021034212955178547,-0.0026457377183984354,-0.01341633695654276,0.004319336208038439,-0.04037924909707102
